summary,temperature,humidity,visibility,wind_speed,cloud_cover,precip_intensity
Clear,79.72,0.42,10,4.23,0.13,0
Clear,77.5,0.47,10,4.24,0.01,0
Clear,73.85,0.53,10,3.14,0,0
Clear,69.96,0.62,9.96,1.93,0,0
Clear,66.84,0.69,9.9,1.56,0,0
Clear,64.37,0.74,9.88,1.03,0,0
Clear,63.23,0.78,10,2.11,0.02,0
Clear,62.04,0.82,10,1.49,0.04,0
Clear,60.17,0.85,10,1.22,0.06,0
Clear,59.82,0.87,10,1.03,0.08,0
Clear,58.91,0.88,10,0.8,0.04,0
Clear,57.14,0.89,10,0.6,0.08,0
Clear,56.17,0.9,10,0.32,0.11,0
Clear,55.71,0.91,9.99,0.81,0.12,0
Clear,58.18,0.9,9.88,0.7,0.13,0
Clear,65.97,0.79,9.98,1.76,0.12,0
Clear,70.92,0.66,9.98,1.6,0.11,0
Clear,74.64,0.54,9.98,2.71,0.12,0
Clear,77.1,0.48,9.99,2.91,0.13,0
Clear,78.24,0.45,10,2.89,0.15,0
Clear,79.13,0.45,9.96,3.85,0.19,0
Clear,80.11,0.43,9.94,4.06,0.23,0
Cloudy,80.22,0.43,9.92,4.08,0.26,0
Cloudy,80.18,0.43,9.95,3.99,0.29,0
Cloudy,79.58,0.44,9.99,4.06,0.31,0
Cloudy,77.7,0.46,10,3.99,0.25,0
Clear,74.63,0.48,10,3.81,0.08,0
Clear,71.71,0.56,10,2.96,0.04,0
Clear,69.25,0.63,10,3.31,0.1,0
Clear,67.89,0.68,9.89,3.35,0.03,0
Cloudy,66.47,0.76,9.86,5.01,0.29,0
Cloudy,65.92,0.8,9.84,5.58,0.35,0
Cloudy,64.95,0.82,9.61,4.99,0.37,0
Cloudy,64.03,0.84,9.54,4.44,0.38,0
Cloudy,63.09,0.86,9.33,3.93,0.39,0
Cloudy,62.21,0.88,8.77,3.41,0.46,0
Cloudy,62.18,0.9,8.73,2.81,0.54,0
Cloudy,62.21,0.91,8.4,3.09,0.59,0.0008
Cloudy,63.19,0.91,8.29,3.5,0.57,0
Cloudy,66.86,0.85,8.41,6.24,0.49,0
Cloudy,70.9,0.79,9.4,7.32,0.54,0
Cloudy,71.53,0.78,9.74,8.28,0.68,0.0028
Drizzle,72.31,0.78,9.78,8.08,0.93,0.0088
Drizzle,74,0.76,9.8,7.7,0.76,0.0158
Drizzle,76.36,0.72,9.86,7.87,0.53,0.0082
Drizzle,75.6,0.71,9.85,7.61,0.47,0.0066
Drizzle,76.27,0.72,9.86,7.57,0.4,0.0067
Drizzle,76.2,0.72,9.85,7.9,0.43,0.0143
Drizzle,75.96,0.72,9.83,7.92,0.54,0.0145
Drizzle,74.75,0.76,9.78,7.09,0.45,0.0136
Drizzle,72.81,0.81,9.69,5.98,0.54,0.0109
Cloudy,70.9,0.86,9.62,5.41,0.54,0.0017
Cloudy,69.06,0.89,9.59,5.88,0.43,0
Cloudy,68.62,0.92,9.58,5.97,0.76,0
Cloudy,69.08,0.92,9.63,7.65,0.87,0
Cloudy,69.16,0.92,8.52,7.77,0.93,0
Cloudy,69.43,0.93,8.24,7.51,0.71,0
Cloudy,69.42,0.93,8.25,6.91,0.63,0
Cloudy,69.39,0.93,8.46,6.57,0.7,0
Cloudy,69.42,0.93,8.36,5.99,0.82,0.001
Cloudy,69.35,0.94,8.11,5.69,0.87,0.0015
Cloudy,69.6,0.93,7,5.84,0.9,0.0033
Cloudy,70.16,0.93,5.97,6.38,0.89,0.0022
Cloudy,71.85,0.91,6.74,7.43,0.88,0.0016
Cloudy,73.85,0.87,7.99,8.16,0.83,0
Cloudy,76.12,0.82,9.32,8.51,0.71,0
Cloudy,78.83,0.77,9.77,8.76,0.84,0
Cloudy,81.61,0.72,9.85,9.02,0.84,0
Cloudy,83.45,0.69,9.93,8.44,0.63,0
Cloudy,84.91,0.67,9.93,8.58,0.56,0
Cloudy,85.48,0.67,9.96,8.85,0.49,0
Cloudy,85.76,0.66,9.92,8.43,0.5,0
Cloudy,85.02,0.67,9.88,7.93,0.47,0
Drizzle,83.28,0.71,9.76,8.13,0.54,0.0086
Cloudy,80.91,0.75,9.72,9.38,0.57,0.0023
Cloudy,78.29,0.8,9.68,8.39,0.43,0
Cloudy,76.1,0.84,9.58,8.32,0.9,0
Cloudy,74.93,0.85,9.57,9.66,0.78,0.0025
Cloudy,74.05,0.88,8.94,6.75,0.81,0.0014
Cloudy,73.83,0.87,8.91,6.5,0.88,0.0014
Cloudy,73.14,0.88,8.84,6.12,0.44,0.002
Cloudy,72.38,0.89,8.78,6.27,0.58,0.0033
Cloudy,72,0.89,8.72,6.35,0.55,0.0035
Cloudy,71.28,0.88,8.64,6.2,0.92,0.0035
Cloudy,71.43,0.89,8.66,5.96,0.47,0.0035
Cloudy,71.32,0.88,8.57,5,0.4,0.0029
Cloudy,71.64,0.87,8.28,5.78,0.84,0.0017
Cloudy,72.75,0.84,8.25,5.69,0.54,0.0011
Cloudy,75.05,0.8,8.8,6.58,0.86,0
Cloudy,77.62,0.73,9.42,6.62,0.64,0
Cloudy,80.26,0.66,9.67,7.36,0.46,0
Cloudy,82.19,0.63,9.88,7.34,0.49,0
Cloudy,83.21,0.61,9.79,6.81,0.69,0
Cloudy,84.18,0.6,8.86,7.22,0.68,0
Cloudy,84.34,0.6,8.26,7.55,0.56,0
Drizzle,83.97,0.62,7.11,8.21,0.28,0.0241
Cloudy,81.42,0.69,6.56,8.16,0.59,0.0028
Drizzle,79.4,0.77,6.19,7.96,0.55,0.0053
Drizzle,78.01,0.84,5.35,9.01,0.74,0.0071
Cloudy,77.35,0.88,5.34,9.26,0.79,0.0009
Overcast,76.67,0.9,4.7,8.21,0.98,0
Drizzle,76.16,0.9,4.66,7.3,1,0.0072
Cloudy,75.06,0.86,7.18,5.99,0.84,0.003
Cloudy,74.21,0.86,7.15,6.16,0.88,0.0039
Drizzle,73.82,0.86,7.16,3.32,0.85,0.0106
Drizzle,65.77,0.89,7.96,0.69,0.41,0.019
Drizzle,63.67,0.92,9.69,0.65,0.25,0.0232
Drizzle,63.01,0.92,8.6,3.02,0.31,0.0383
Drizzle,62.63,0.94,9.8,1.94,0.18,0.0223
Drizzle,62.44,0.93,8.5,2.46,0.17,0.0096
Clear,63.86,0.91,9.81,2.67,0.15,0.0035
Clear,67.22,0.86,9.87,3.32,0.13,0.0014
Clear,71.63,0.75,9.98,3.4,0.11,0
Clear,76.78,0.59,9.99,2.6,0.11,0
Clear,81.6,0.48,10,2.73,0.11,0
Clear,84.55,0.38,10,2.89,0.09,0
Clear,86.39,0.27,10,2.24,0.1,0
Clear,87.3,0.25,10,1.56,0.11,0
Clear,87.37,0.26,10,2.24,0.11,0
Clear,87.32,0.27,9.99,1.73,0.11,0
Clear,86.46,0.29,9.99,1.38,0.12,0
Clear,83.87,0.32,9.99,1.51,0.06,0
Clear,77.43,0.37,10,1.25,0,0
Clear,72.63,0.48,10,1.85,0,0
Clear,69.12,0.55,10,1.12,0,0
Clear,67.12,0.65,9.99,2.82,0,0
Clear,65.35,0.74,9.93,3.32,0.1,0
Clear,64.52,0.8,9.95,3.18,0.11,0
Clear,63.54,0.85,9.93,3.38,0.16,0
Clear,63.76,0.89,9.95,3.12,0.21,0
Cloudy,65.33,0.92,9.86,2.26,0.54,0
Cloudy,66.03,0.94,5.1,2.91,0.89,0.0014
Cloudy,67.34,0.94,8.34,3.25,0.9,0.0025
Cloudy,67.91,0.94,6.32,2.66,0.81,0.003
Cloudy,68.44,0.93,6.49,3.28,0.72,0.0024
Cloudy,71.35,0.89,7.74,5.36,0.39,0.0011
Cloudy,73.6,0.82,9.54,5.13,0.34,0
Cloudy,76.8,0.76,9.75,5.82,0.4,0
Cloudy,79.12,0.7,9.9,6.02,0.38,0
Clear,81.61,0.64,9.9,5.61,0.2,0
Cloudy,83.4,0.6,9.89,6.36,0.26,0
Clear,84.72,0.56,9.89,6.64,0.11,0
Clear,84.73,0.54,9.88,6.45,0.18,0
Cloudy,83.64,0.61,9.88,5.74,0.67,0
Drizzle,82.06,0.68,9.48,5.79,0.72,0.0273
Rain,79.93,0.79,7.03,5.15,0.57,0.0893
Rain,79.02,0.85,6.11,5.41,0.76,0.095
Rain,77.55,0.89,7.16,5.6,0.76,0.1198
Rain,76.79,0.91,6.67,6.54,0.88,0.062
Drizzle,76.39,0.9,6.92,7.84,0.6,0.0253
Drizzle,74.72,0.92,7.3,6.57,0.74,0.0077
Drizzle,74.57,0.93,6.87,5.31,0.75,0.0061
Cloudy,73.6,0.94,5.63,5.36,0.79,0.0044
Cloudy,73.36,0.95,6.29,5.23,0.91,0.0026
Cloudy,73.44,0.95,7.1,5.84,0.7,0
Cloudy,73.3,0.96,6.82,5.61,0.81,0
Overcast,73.81,0.95,6.68,5.61,0.94,0.0022
Cloudy,74.04,0.95,5.39,5.51,0.83,0.0034
Cloudy,75.34,0.93,4.93,6.2,0.84,0.0019
Cloudy,76.4,0.9,6.51,6.55,0.91,0.0014
Cloudy,77.66,0.88,6.34,7.09,0.89,0.0015
Cloudy,79.22,0.84,6.63,7.47,0.74,0.0037
Drizzle,79.09,0.83,6.66,7.87,0.49,0.0143
Drizzle,79.18,0.84,6.49,8.21,0.68,0.0211
Drizzle,79.56,0.82,8.09,7.78,0.64,0.0303
Drizzle,81.79,0.78,9.29,8.31,0.43,0.0284
Rain,82.85,0.76,9.34,7.36,0.57,0.0539
Drizzle,83.04,0.75,9.71,6.5,0.45,0.0353
Rain,82.77,0.76,9.7,6.07,0.52,0.0587
Rain,81.55,0.8,8.85,5.8,0.46,0.106
Rain,80.42,0.84,8,5.61,0.66,0.1441
Rain,79.25,0.87,8,4.66,0.29,0.061
Rain,78.26,0.89,7.2,4.57,0.95,0.0917
Rain,77.01,0.91,6.45,5.26,0.72,0.0943
Rain,75.49,0.91,6.84,2.01,0.54,0.0642
Drizzle,74.24,0.92,6.53,2.46,0.42,0.0522
Drizzle,73.46,0.93,7.81,1.96,0.39,0.0449
Drizzle,72.64,0.93,7.8,0.82,0.31,0.0194
Drizzle,71.85,0.95,7.91,2.43,0.31,0.047
Drizzle,69.74,0.94,4.96,3.24,0.3,0.0455
Drizzle,67.18,0.94,9.51,3.23,0.34,0.0081
Drizzle,66.24,0.94,9.36,3.11,0.25,0.0078
Cloudy,66.36,0.92,9.33,4.58,0.29,0.0017
Cloudy,68.95,0.88,9.46,5,0.5,0
Cloudy,71.15,0.82,9.8,5.73,0.4,0
Cloudy,73.75,0.77,9.83,5.1,0.38,0
Cloudy,75.32,0.74,9.9,4.81,0.6,0
Cloudy,77.33,0.72,9.89,3.89,0.25,0
Clear,78.99,0.67,9.96,3.47,0.14,0
Clear,81.14,0.63,9.98,3.15,0.14,0
Clear,82.11,0.59,9.98,2,0.15,0
Clear,82.77,0.59,9.97,1.63,0.16,0
Clear,82.26,0.59,9.99,2.56,0.16,0
Clear,80.79,0.62,10,2.62,0.07,0
Clear,77.86,0.68,9.95,2.34,0,0
Clear,74.76,0.78,9.87,2.6,0,0
Clear,72.94,0.81,9.87,3.07,0,0
Clear,71.56,0.84,9.83,3.83,0.01,0
Clear,69.77,0.84,10,3.41,0.11,0
Clear,68.82,0.87,10,4.61,0.12,0
Clear,67.81,0.88,9.97,4.6,0.11,0
Clear,66.64,0.89,9.97,4.3,0.12,0
Clear,65.74,0.9,9.97,3.84,0.14,0
Clear,64.87,0.91,10,3.74,0.2,0
Cloudy,64.62,0.92,10,3.65,0.43,0
Cloudy,64.66,0.92,10,4.59,0.38,0
Cloudy,65.66,0.89,10,5.32,0.87,0
Cloudy,67.44,0.84,10,6.68,0.9,0
Cloudy,68.91,0.81,10,7.2,0.87,0
Cloudy,69.67,0.79,10,7.18,0.72,0
Cloudy,70.2,0.77,10,6.8,0.67,0
Overcast,72.38,0.72,10,7.07,0.96,0
Cloudy,73.84,0.67,10,7.08,0.82,0
Cloudy,74.57,0.63,10,6.34,0.88,0
Cloudy,74.84,0.6,10,7.41,0.89,0
Cloudy,74.93,0.59,10,6.52,0.82,0
Cloudy,74.53,0.59,10,6.6,0.29,0
Cloudy,72.92,0.61,10,5.53,0.3,0
Drizzle,71.31,0.63,10,5.2,0.29,0.0072
Drizzle,70.05,0.66,10,4.52,0.76,0.0156
Drizzle,70.14,0.65,10,5.57,0.97,0.0106
Drizzle,69.48,0.64,9.99,5.28,0.87,0.0502
Drizzle,67.26,0.69,9.99,5.06,0.45,0.0322
Drizzle,66.85,0.68,9.93,5.61,0.89,0.0467
Drizzle,65.39,0.73,9.91,5.65,0.54,0.0197
Drizzle,64.35,0.75,9.91,5.67,0.79,0.0266
Cloudy,63.82,0.75,9.94,5.59,0.92,0.0017
Cloudy,62.73,0.74,9.96,6.63,0.92,0.0015
Drizzle,61.69,0.76,9.88,6.81,0.96,0.0469
Drizzle,60.82,0.77,9.8,7.78,0.99,0.047
Drizzle,60.07,0.79,9.72,7.95,0.82,0.0533
Drizzle,60.66,0.78,9.69,7.84,0.73,0.0117
Cloudy,61.04,0.77,9.75,8.78,0.65,0.0042
Drizzle,61.56,0.76,9.73,9.36,0.53,0.0073
Cloudy,61.93,0.75,9.71,8.87,0.44,0.0025
Cloudy,63.64,0.72,9.69,9.27,0.49,0.002
Cloudy,65.42,0.67,9.82,9.2,0.62,0.0018
Cloudy,65.56,0.64,9.92,8.16,0.56,0.0029
Cloudy,65.59,0.63,10,7.73,0.37,0.0024
Drizzle,64.71,0.63,9.89,7.09,0.68,0.0062
Drizzle,64.75,0.63,9.88,6.32,0.72,0.006
Cloudy,63.28,0.66,9.87,5.1,0.8,0.0025
Cloudy,61.68,0.72,9.73,5.02,0.89,0
Cloudy,60.4,0.74,9.68,3.72,0.74,0
Cloudy,59.23,0.77,9.6,4.06,0.62,0
Cloudy,58.27,0.8,9.54,3.75,0.83,0
Cloudy,59.7,0.77,10,2.62,0.64,0
Cloudy,58.54,0.79,10,2.89,0.53,0
Cloudy,57.16,0.81,10,2.15,0.46,0
Cloudy,56.57,0.82,10,2.25,0.25,0
Cloudy,56.1,0.83,10,2.13,0.41,0
Cloudy,55.48,0.84,10,2.17,0.33,0
Cloudy,54.43,0.85,9.99,1.99,0.37,0
Cloudy,54.2,0.85,9.2,2.34,0.28,0
Clear,56.61,0.79,9.2,2.46,0.06,0
Clear,60.36,0.69,10,3.62,0.06,0
Clear,64.27,0.59,10,4.43,0.06,0
Clear,67.99,0.52,10,4.11,0.07,0
Clear,70.54,0.47,10,5.94,0.07,0
Clear,73.17,0.43,10,6.03,0.06,0
Clear,75.02,0.41,10,6.56,0.05,0
Clear,75.92,0.39,10,6.26,0.03,0
Clear,76.26,0.39,10,7.15,0.02,0
Clear,76.21,0.39,10,6.21,0.02,0
Clear,75.42,0.4,10,6.57,0.02,0
Clear,73.3,0.44,10,5.71,0.01,0
Clear,69.83,0.51,10,4.2,0,0
Clear,66.68,0.58,10,3.28,0,0
Clear,64.3,0.62,10,2.23,0,0
Clear,61.66,0.67,9.91,1.95,0,0
Clear,61.54,0.69,10,0.95,0,0
Clear,59.42,0.73,10,0.54,0,0
Clear,57.69,0.76,10,0.97,0,0
Clear,56.54,0.79,10,0.9,0,0
Clear,55.79,0.81,10,1.97,0,0
Clear,55.42,0.81,10,2.5,0,0
Clear,55.33,0.81,10,2.68,0.01,0
Clear,55.63,0.81,9.31,2.41,0.04,0
Clear,58.77,0.77,9.32,2.91,0.01,0
Clear,64.57,0.67,10,2.37,0.03,0
Clear,69.77,0.58,10,2.16,0.02,0
Clear,74.19,0.5,10,2.49,0.02,0
Clear,78.28,0.44,10,4.76,0.02,0
Clear,80.4,0.4,10,5.13,0.02,0
Clear,82.08,0.36,10,4.81,0.02,0
Clear,83.02,0.35,10,5.41,0.02,0
Clear,83.81,0.35,10,5.94,0.02,0
Clear,83.84,0.35,10,5.42,0.02,0
Clear,83.19,0.34,10,4.67,0.02,0
Clear,81.87,0.37,10,3.87,0.02,0
Clear,78.38,0.4,10,3.16,0.02,0
Clear,73.72,0.48,10,2.38,0.02,0
Clear,69.39,0.55,10,2.18,0,0
Clear,67.46,0.61,10,2.59,0,0
Clear,65.12,0.62,10,2.66,0.05,0
Clear,63.26,0.66,9.99,2.52,0.08,0
Clear,61.3,0.71,9.92,3.07,0.05,0
Clear,60.07,0.74,9.92,2.31,0.01,0
Clear,58.88,0.77,9.91,2.22,0.01,0
Clear,57.63,0.79,9.85,2.77,0.01,0
Clear,57.33,0.8,9.83,3.42,0.01,0
Clear,57.51,0.8,9.67,3.29,0.02,0
Clear,60.9,0.77,9.79,3.31,0.02,0
Clear,67.67,0.63,10,2.66,0.03,0
Clear,73.69,0.52,10,2.98,0.04,0
Clear,77.79,0.46,10,2.98,0.04,0
Clear,80.95,0.42,10,2.48,0.03,0
Clear,82.72,0.38,10,1.49,0.03,0
Clear,84.49,0.36,10,2.22,0.03,0
Clear,85.95,0.34,10,1.28,0.03,0
Clear,86.42,0.33,10,4,0.05,0
Clear,86.29,0.35,10,3.69,0.07,0
Clear,84.67,0.37,10,3.9,0.11,0
Clear,81.63,0.42,10,4.31,0.12,0
Clear,77.64,0.48,10,2.38,0.2,0
Clear,73.85,0.55,10,2.17,0.12,0
Clear,70.93,0.62,9.97,1.84,0.2,0
Clear,68.23,0.68,9.92,1.22,0.07,0
Clear,67.57,0.71,10,1.82,0.08,0
Clear,64.87,0.73,10,0.83,0.05,0
Clear,63.1,0.78,10,0.88,0.04,0
Clear,61.76,0.8,10,1.59,0.07,0
Clear,60.11,0.82,10,1.59,0.06,0
Clear,59.07,0.83,10,0.91,0.06,0
Clear,57.84,0.85,10,1.09,0.1,0
Clear,57.5,0.85,10,0.15,0.17,0
Clear,60.3,0.79,10,0.82,0.16,0
Clear,67.8,0.65,10,1.96,0.19,0
Clear,72.58,0.54,10,2.79,0.18,0
Clear,76.09,0.47,10,3.82,0.15,0
Clear,78.43,0.43,10,4.65,0.15,0
Clear,80.16,0.41,10,4.59,0.17,0
Clear,81.79,0.39,10,4.74,0.17,0
Clear,83.36,0.37,10,5.38,0.16,0
Clear,83.44,0.36,10,4.92,0.16,0
Clear,83.51,0.37,10,5.08,0.19,0
Clear,82.66,0.37,10,5.97,0.2,0
Clear,81.02,0.4,10,4.76,0.17,0
Clear,77.44,0.43,10,4.37,0.01,0
Clear,73.57,0.49,10,3.41,0,0
Clear,70.83,0.54,10,3.07,0,0
Clear,68.51,0.58,10,2.6,0,0
Cloudy,67.65,0.67,9.91,3.9,0.29,0
Cloudy,66.34,0.72,9.71,3.78,0.29,0
Cloudy,65.05,0.77,9.64,3.7,0.29,0
Cloudy,62.45,0.81,9.5,3.92,0.29,0
Cloudy,61.46,0.84,9.38,3.94,0.31,0
Cloudy,60.02,0.86,9.29,3.35,0.35,0
Cloudy,59.41,0.87,9.27,2.65,0.43,0
Cloudy,59.64,0.88,9.19,2.5,0.46,0
Cloudy,62.57,0.85,9.2,3.78,0.43,0
Cloudy,67.83,0.79,9.3,7.01,0.37,0
Cloudy,72.48,0.69,9.8,8.37,0.32,0
Cloudy,75.74,0.6,9.98,9.48,0.31,0
Cloudy,78.91,0.54,9.99,10.32,0.32,0
Cloudy,80.85,0.5,10,10.64,0.33,0
Cloudy,82.2,0.48,9.94,10.09,0.34,0
Cloudy,82.92,0.47,9.91,9.69,0.36,0
Cloudy,82.91,0.47,9.9,9.48,0.29,0
Cloudy,82.61,0.5,9.88,9.63,0.32,0
Cloudy,81.72,0.53,9.97,9.93,0.34,0
Clear,79.92,0.55,9.98,10.2,0.22,0
Clear,76.83,0.56,10,11.08,0.04,0
Clear,74.19,0.62,10,11.42,0.19,0
Cloudy,72.49,0.65,9.98,12.03,0.29,0
Cloudy,70.9,0.71,9.73,11.28,0.4,0
Cloudy,69.84,0.8,10,8.75,0.29,0
Cloudy,68.93,0.83,9.99,7.39,0.73,0
Cloudy,68.84,0.86,9.99,7.32,0.66,0
Cloudy,67.83,0.88,9.98,7.58,0.75,0
Cloudy,67.31,0.9,10,7.28,0.76,0
Cloudy,66.57,0.9,9.97,6.67,0.75,0
Cloudy,66.62,0.91,9.98,6.81,0.58,0
Cloudy,66.97,0.91,9.75,6.39,0.67,0
Cloudy,68.04,0.88,9.71,8.39,0.73,0
Cloudy,70.16,0.84,9.96,10.53,0.72,0
Cloudy,72.05,0.81,9.97,9.41,0.8,0
Cloudy,73.2,0.79,10,9.39,0.69,0.0029
Drizzle,73.88,0.79,10,8.41,0.8,0.0063
Drizzle,74.68,0.78,10,7.98,0.86,0.0083
Cloudy,75.22,0.76,9.11,7.62,0.77,0.0037
Cloudy,76.4,0.73,9.62,8.72,0.63,0.0026
Cloudy,77.02,0.71,9.98,9.23,0.6,0.0019
Cloudy,76.79,0.7,9.98,9.2,0.55,0.0017
Cloudy,74.66,0.75,9.61,10.61,0.54,0.0016
Cloudy,73.32,0.78,9.54,11.88,0.64,0
Cloudy,71.36,0.82,9.51,12.24,0.76,0.0023
Cloudy,71.27,0.81,9.5,11.31,0.73,0
Cloudy,70.86,0.82,9.46,10.19,0.76,0.0009
Cloudy,70.35,0.82,9.47,10.84,0.89,0
Cloudy,70.82,0.82,9.71,9.21,0.9,0
Cloudy,70.8,0.83,9.69,7.98,0.89,0
Cloudy,70.33,0.85,9.58,7.42,0.78,0
Cloudy,69.36,0.87,9.48,6.42,0.69,0
Cloudy,69.13,0.88,8.84,6.62,0.72,0
Cloudy,68.71,0.89,8.79,6.12,0.84,0
Cloudy,68.85,0.89,8.38,6.65,0.91,0
Cloudy,68.82,0.9,8.32,6.21,0.89,0
Cloudy,70.06,0.88,8.34,7.1,0.78,0
Cloudy,72.78,0.82,8.89,9.8,0.79,0
Cloudy,75.32,0.77,9.75,11.46,0.84,0
Cloudy,77.66,0.71,9.87,12.04,0.77,0.0011
Cloudy,80.15,0.66,9.95,12.11,0.73,0.003
Cloudy,82,0.62,10,12.19,0.59,0.0022
Cloudy,84.2,0.58,10,11.83,0.45,0
Cloudy,85.71,0.55,10,11.68,0.32,0.0023
Cloudy,86.2,0.54,10,11.43,0.25,0.0037
Clear,86.61,0.53,9.96,10.43,0.23,0.0014
Cloudy,86.24,0.53,9.96,10.01,0.25,0.0013
Clear,84.45,0.56,9.95,9.43,0.2,0.0008
Clear,81.54,0.61,9.97,8.87,0.02,0
Clear,78.28,0.71,9.83,8.16,0.01,0
Clear,76.08,0.78,9.44,8.66,0.02,0
Clear,74.28,0.84,8.75,9.48,0.14,0
Cloudy,73.62,0.88,5.85,8.45,0.78,0
Cloudy,73.48,0.91,5.53,7.62,0.87,0
Cloudy,73.12,0.93,5.6,8.03,0.91,0
Cloudy,73.14,0.93,5.03,7.68,0.93,0
Overcast,72.8,0.93,4.11,7.94,0.96,0
Overcast,72.75,0.93,4.33,7.09,0.97,0
Overcast,72.9,0.93,4.52,7.3,0.97,0.0008
Overcast,72.74,0.93,4.33,6.27,0.97,0.0012
Overcast,73.65,0.93,4.56,5.74,0.98,0.001
Overcast,74.81,0.9,4.62,5.89,0.96,0
Cloudy,77.83,0.83,5.07,5.96,0.78,0
Cloudy,81.14,0.77,6.81,6.57,0.69,0
Cloudy,85.17,0.7,7.68,7.75,0.59,0
Cloudy,87.4,0.66,7.69,9.21,0.51,0
Cloudy,88.24,0.63,7.55,9.6,0.49,0
Cloudy,88.56,0.61,8.11,10.08,0.44,0
Clear,88.17,0.61,8.86,10.23,0.21,0
Cloudy,87.73,0.61,8.74,10.69,0.33,0
Cloudy,86.62,0.64,7.56,9.13,0.28,0
Cloudy,84.66,0.68,8.69,9.13,0.68,0
Cloudy,81.84,0.72,9.96,8.29,0.62,0
Cloudy,79.79,0.75,9.79,7.71,0.74,0
Cloudy,77.89,0.79,9.76,5.84,0.78,0
Cloudy,74.44,0.81,7.91,4.86,0.7,0
Cloudy,71.33,0.89,8.26,5.41,0.45,0.0025
Cloudy,69.25,0.91,8.35,5.35,0.55,0.0016
Cloudy,67.99,0.93,8.11,5.04,0.53,0.0016
Cloudy,67.4,0.94,9.79,4.16,0.49,0.0029
Cloudy,66.73,0.94,8.98,2.49,0.39,0.0026
Cloudy,66.55,0.95,5.8,3.95,0.58,0.0024
Cloudy,66.13,0.95,8.91,4.92,0.48,0.0022
Cloudy,67.64,0.93,8.77,7.31,0.46,0.002
Cloudy,69.56,0.91,8.41,5.63,0.44,0.0011
Cloudy,72.36,0.87,9.04,5.46,0.39,0
Cloudy,76.01,0.82,9.99,5.83,0.34,0
Cloudy,78.88,0.76,10,6.91,0.3,0
Cloudy,82,0.71,9.99,6.93,0.31,0
Cloudy,83.66,0.68,10,7.99,0.41,0
Cloudy,84.42,0.67,9.9,7.36,0.54,0
Cloudy,84.42,0.68,9.64,7.37,0.65,0
Cloudy,84.25,0.69,9.59,7.03,0.57,0
Cloudy,84.81,0.68,9.56,6.17,0.62,0
Cloudy,83.59,0.68,9.74,6.48,0.61,0
Cloudy,83.27,0.7,9.87,6.76,0.49,0.0008
Cloudy,81.16,0.71,9.77,7.07,0.6,0
Cloudy,79.42,0.73,9.65,7.36,0.74,0
Cloudy,77.58,0.74,9.65,7.54,0.52,0
Clear,75.35,0.79,9.52,8.1,0.17,0
Cloudy,73.37,0.86,9.63,6.19,0.54,0
Cloudy,72.07,0.9,9.57,5.38,0.73,0
Cloudy,71.62,0.91,9.36,5.06,0.7,0
Cloudy,71.37,0.93,9.46,3.16,0.56,0
Cloudy,71,0.93,9.02,1.72,0.64,0
Cloudy,70.47,0.94,8.56,2.36,0.7,0
Cloudy,70.25,0.93,7.58,1.63,0.66,0
Cloudy,70.36,0.93,7.15,2.24,0.82,0
Cloudy,71.85,0.9,7.14,2.56,0.73,0
Cloudy,74.24,0.84,8.73,2.04,0.63,0
Cloudy,76.41,0.8,9.47,1.7,0.61,0
Cloudy,76.59,0.77,9.13,3.63,0.55,0
Drizzle,75.91,0.76,8.01,4.56,0.33,0.0217
Cloudy,77.94,0.71,9.44,4.03,0.34,0
Cloudy,80.24,0.66,9.75,4.14,0.25,0
Cloudy,82.08,0.64,9.84,2.93,0.32,0.0012
Cloudy,83.01,0.62,9.98,3.15,0.41,0.0018
Cloudy,82.84,0.64,9.99,4.07,0.44,0.0016
Cloudy,82.08,0.66,9.98,4.13,0.55,0.0045
Drizzle,80.65,0.7,9.82,4.62,0.52,0.0094
Cloudy,78.68,0.72,9.65,3.81,0.71,0.002
Drizzle,76.71,0.74,9.43,3.2,0.82,0.015
Drizzle,75.21,0.76,9.39,3.06,0.73,0.0279
Drizzle,73.49,0.75,9.38,3.13,0.77,0.021
Drizzle,73.2,0.8,9.77,2.26,0.53,0.0161
Drizzle,72.54,0.83,9.73,1.41,0.42,0.0159
Drizzle,72.06,0.84,9.69,1.97,0.67,0.0098
Drizzle,71.49,0.86,9.62,1.63,0.61,0.0097
Cloudy,70.9,0.87,9.56,1.5,0.48,0.0046
Cloudy,70.18,0.87,8.88,1.35,0.6,0.0049
Drizzle,69.86,0.87,8.04,2.27,0.66,0.0129
Drizzle,69.32,0.88,7.61,1.96,0.68,0.0055
Cloudy,70.8,0.85,7.78,2.98,0.5,0.0047
Drizzle,73.56,0.78,9.15,4.4,0.55,0.0146
Drizzle,76.36,0.73,9.73,4.68,0.3,0.0062
Drizzle,79.06,0.69,9.95,4.49,0.22,0.0058
Drizzle,81.37,0.64,9.92,3.6,0.2,0.007
Drizzle,82.72,0.62,9.93,3.21,0.27,0.0205
Drizzle,84.04,0.61,9.92,2.97,0.5,0.0193
Drizzle,85.33,0.61,9.95,3.67,0.62,0.0169
Drizzle,86.45,0.6,9.92,3.71,0.62,0.0133
Drizzle,85.78,0.61,9.92,3.74,0.43,0.0425
Drizzle,85.02,0.64,9.93,4.07,0.26,0.03
Clear,83.69,0.66,10,4.21,0.08,0.0017
